Appelation courante;Description;Historique/Anecdotes;Commune;Entité;Adresse actuelle;Latitude;Longitude;Photographies;r_Photographies
Portail de grange du n°45 route de Huy;""" A l’angle, ferme en long du 3e tiers du 19e siècle, principalement construite en deux étapes en moellons de grès et pierre calcaire sous un long toit (...) ""IPIC :  92097-INV-0097-01 Portail en anse de panier avec porte à deux battants, celui de gauche équipé d'une porte piétonne. Bas de l'ouvrant droit recouvert d'une tôle de protection. Traces de peinture rouge ancienne.";""" Ce hameau (Matagne) au sud de la localité s'est installé sur le 1er tige condruzien. Il est très ancien puisque le diverticulum romain Huy-Dinant le traversait et que dans sa plaine, en 1932, une campagne de fouilles révèle l'existence d'un cimetière mérovingien - 17 tombes (...) plusieurs habitations et fermes du début du XVIIIe siècle, offrent encore de magnifiques portes en façade (...) Enfin, l'endroit s'appelait encore "" Al Baurire "" : sur cette route importante, on percevait encore l'octroi en 1852 ! "" 
Source : article d'Adolphe Ronveaux dans le journal  "" La petite Gazette "" , sd.  ";Ohey;Haillot;Route de Huy, 45;50.436756;5.15056;Haillot-Cat3.2-PortailGrangeHuy45-MT-01Haillot-Cat3.2-PortailGrangeHuy45-MT-02;Haillot-Cat3.2-PortailGrangeHuy45-MT
Portail d'entrée de la ferme Beghin;S'ouvrant sur la cour de la ferme, simple portail calcaire à deux versants et à intrados cintré;Non vérifié;Ohey;Ohey;Rue du Château, 176;50.428023;5.127488;Ohey-Cat3.2-PortailEntréeFermeBeghin-JD-01Ohey-Cat3.2-PortailEntréeFermeBeghin-JD-02Ohey-Cat3.2-PortailEntréeFermeBeghin-JD-03;Ohey-Cat3.2-PortailEntréeFermeBeghin-JD
Portail d'entrée de l'église Notre-Dame de l'Assomption ;""" Ponctuant le centre du village, église paroissiale construite en 1870-1871 selon les plans de l’architecte Jean-Lambert Blandot, à proximité de l’ancienne église devenue trop petite.(...) Façade harpée, creusée de deux niches accueillant les statues du Sacré-Coeur et de la sainte patronne. Tour en faible saillie, ouverte par une porte en plein cintre à double rouleau et tore sous archivolte soulignée d’un cordon, jambages à congé dotés d’une paire de colonnettes. (...) ""IPIC : 92097-INV-0001-02";"Cette église a remplacé une autre, devenue trop petite : "" Le 27 juin 1777, Jean-Joseh Bonyver, un Andennais, est nommé curé à Haillot. Il y décèda le 5 juillet 1794 après 17 ans comme pasteur de la paroisse. En 1782, il fit bâtir l'ancienne église paroissiale (...) La population augmentant, l'église à trois travées devenue trop petite fut reconvertie en école primaire à la fin du 19e siècle. ""
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p. 13.
";Ohey;Haillot;Place de l'église;50.4408;5.149181;Haillot-Cat3.2-PortailEglise-MT-01Haillot-Cat3.2-PortailEglise-AF-02Haillot-Cat3.2-PortailEglise-AF-03;Haillot-Cat3.2-PortailEglise-MT
Portail d'entrée de l'église Saint-Pierre;""" Implantée au coeur stratégique du village, à proximité de la maison communale, de l’école et de la cure, église de style néo-gothique construite en 1890 par l’architecte Hellepute (…) Façade-pignon à rampants débordants et oreilles sur consoles, ouverte par une porte en tiers-point à triple embrasure et archivolte sur jambages harpés prismatiques (...). ""IPIC 92097-INV-0052-02";""" Implantée au coeur stratégique du village, à proximité de la maison communale, de l’école et de la cure, église de style néo-gothique construite en 1890 par l’architecte Hellepute. Vaste édifice de plan principalement basilical, équipé d’une tour campanile (...) ""
IPIC 92097-INV-0052-02

Le 15 juillet 1889, la première pierre de l'église fut posée  par le bourgmestre Francis de Monge. Le montant fut adjugé à 60.539 francs. En remerciement, les paroissiens ont organisé une manifestation populaire grandiose en l’honneur du bourgmestre.
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.153.";Ohey;Ohey;Place Roi Baudouin, église;50.435667;5.120934;Ohey-Cat3.2-PortailEgliseStPierre-AD-01Ohey-Cat3.2-PortailEgliseStPierre-AD-02;Ohey-Cat3.2-PortailEgliseStPierre-AD
Portail droit de la ferme de la Belle Alliance;""" Légèrement à l’écart du village, ferme en quadrilatère construite en brique sur un soubassement en moellons de grès ferrugineux, qui s’est développée autour d’une cour dans la 2e moitié du 19e siècle. (...) accessible par deux porches en anse de panier (...) ""IPIC : 92097-INV-0145-01 Portail à arc en anse de panier à claveaux passants un-sur-deux, sur piédroits chaînés.";L'origine du nom donné à la ferme de la Belle Alliance n'est pas certaine.;Ohey;Perwez;Rue du Bois de Goesnes, 61;50.459498;5.183896;Perwez-Cat3.2-PortailDrtFermeBelleAlliance-AF-01Perwez-Cat3.2-PortailDrtFermeBelleAlliance-AF-02Perwez-Cat3.2-PortailDrtFermeBelleAlliance-AF-03Perwez-Cat3.2-PortailDrtFermeBelleAlliance-AF-04;Perwez-Cat3.2-PortailDrtFermeBelleAlliance-AF
Portail du n°190 rue de Gesves;"Portail en calcaire et brique, à ouverture en anse de panier et  toiture mansardée. Initiales "" E P "" sur la clé. ";"Ernest Pinchart-Gouy est un cultivateur originaire de Liernu. Il s'installe à Ohey vers 1900, restaure la ferme et lui donne son allure actuelle : remaniement de la façade d'entrée par l'ajout d'une tour, grilles, ... Il décède en 1923. Son fils (né à Liernu le 16-9-1899), également nommé Ernest, lui succède. Il épouse Eva Guiot.   
Source ?

Dans la cour de cette ancienne ferme, on voit la date "" 1823 "" au mur de la grange, de même que les initiales "" C L F "", probablement celles de Charles Lefêbvre, ancien propriétaire.
Témoignage : Jean Degrune";Ohey;Ohey;Rue de Gesves, 191;50.42791;5.120971;Ohey-Cat3.2-PortailGesves190-JD-01;
Portail d'une annexe de grange chemin de Dinant;""" Isolée à l'angle du chemin, importante grange édifiée en moellons de grès (...) A droite, petite dépendance sous appentis et seconde grange, plus basse, probablement postérieures qui complètent l'ensemble intéressant pour son intégrité, sa volumétrie et la belle tonalité des matériaux aux abords de l'auréole villageoise. CS ""IPIC : 92097-INV-0101-01 Porte rectangulaire en bois, à deux battants, sous une poutre-linteau débordante. Pentures en haut et en bas. ";""" Ce hameau (Matagne) au sud de la localité s'est installé sur le 1er tige condruzien. Il est très ancien puisque le diverticulum romain Huy-Dinant le traversait et que dans sa plaine, en 1932, une campagne de fouilles révèle l'existence d'un cimetière mérovingien - 17 tombes (...) plusieurs habitations et fermes du début du XVIIIe siècle, offrent encore de magnifiques portes en façade (...) Enfin, l'endroit s'appelait encore "" Al Baurire "" : sur cette route importante, on percevait encore l'octroi en 1852 ! "" 
Source : article d'Adolphe Ronveaux dans le journal  "" La petite Gazette "" , sd.  ";Ohey;Haillot;Chemin de Dinant + près du n°38;50.435992;5.15396;Haillot-Cat3.2-PortailAnnexeCheminDinant-MT-01Haillot-Cat3.2-PortailAnnexeCheminDinant-MT-02                      ;Haillot-Cat3.2-PortailAnnexeCheminDinant-MT
Portail d'une dépendance du n°33 route de Huy  ;Grande porte rectangulaire à deux battants en bois peint, celui de droite équipé d'une porte piétonne. Pentures en bas et en haut. Linteau métallique décoré de 3 rosaces.    ;""" Ce hameau (Matagne) au sud de la localité s'est installé sur le 1er tige condruzien. Il est très ancien puisque le diverticulum romain Huy-Dinant le traversait et que dans sa plaine, en 1932, une campagne de fouilles révèle l'existence d'un cimetière mérovingien - 17 tombes (...) plusieurs habitations et fermes du début du XVIIIe siècle, offrent encore de magnifiques portes en façade (...) Enfin, l'endroit s'appelait encore "" Al Baurire "" : sur cette route importante, on percevait encore l'octroi en 1852 ! "" 
Source : article d'Adolphe Ronveaux dans le journal  "" La petite Gazette "" , sd.  ";Ohey;Haillot;Route de Huy, 33;50.437514;5.153528;Haillot-Cat3.2-PortailDépendanceHuy33-MT-01Haillot-Cat3.2-PortailDépendanceHuy33-MT-02;Haillot-Cat3.2-PortailDépendanceHuy33-MT
Portail d'une grange chemin de Dinant;""" Isolée à l'angle du chemin, importante grange édifiée en moellons de grès sous un toit de tuile à deux versants à croupe dans le 3e tiers du 19e s. Portails en anse de panier. (...) ""IPIC 92097-INV-0101-01 Protégée dans le bas par une tôle, ancienne porte en bois à deux battants, celui de droite équipé d'une porte piétonne.Datation discrète de 1851 sur une agraphe au sommet du portail. A l'opposé, portail identique avec porte en bois totalement recouverte de tôle.";""" Ce hameau (Matagne) au sud de la localité s'est installé sur le 1er tige condruzien. Il est très ancien puisque le diverticulum romain Huy-Dinant le traversait et que dans sa plaine, en 1932, une campagne de fouilles révèle l'existence d'un cimetière mérovingien - 17 tombes (...) plusieurs habitations et fermes du début du XVIIIe siècle, offrent encore de magnifiques portes en façade (...) Enfin, l'endroit s'appelait encore "" Al Baurire "" : sur cette route importante, on percevait encore l'octroi en 1852 ! "" 
Source : article d'Adolphe Ronveaux dans le journal  "" La petite Gazette "" , sd.  ";Ohey;Haillot;Chemin de Dinant + près du n°38;50.435992;5.15396;Haillot-Cat3.2-PortailGrangeCheminDinant-MT-01Haillot-Cat3.2-PortailGrangeCheminDinant-MT-02                      Haillot-Cat3.2-PortailGrangeCheminDinant-MT-03Haillot-Cat3.2-PortailGrangeCheminDinant-MT-04;Haillot-Cat3.2-PortailGrangeCheminDinant-MT
Portail extérieur de la grange du château-ferme;Porte charretière de la grange en large du château-ferme donnant sur l'actuelle rue du Bâtis du Moulin. Protégé par un seul chasse-roues, portail calcaire en anse de panier, à claveaux passants un-sur-deux, sur piédroits chaînés. Trois agrafes sur la partie supérieure. Portes en bois.;""" A l’extrémité orientale du village, ancien château-ferme du 2e tiers du 18e siècle daté sur la porte de grange de 1740. Organisé en U autour d’une cour, les différents volumes construits en brique et calcaire sous toits gris confèrent à l’ensemble une belle homogénéité. (...) ""
IPIC : 92097-INV-0045-02";Ohey;Perwez;Rue du pré Magnette, 13;50.453161;5.175653;Perwez-Cat3.2-PortailGrangeChâteauFerme-AF-01Perwez-Cat3.2-PortailGrangeChâteauFerme-AF-02Perwez-Cat3.2-PortailGrangeChâteauFerme-AF-03;Perwez-Cat3.2-PortailGrangeChâteauFerme-AF
Portail gauche de la ferme de la Belle Alliance;""" Légèrement à l’écart du village, ferme en quadrilatère construite en brique sur un soubassement en moellons de grès ferrugineux, qui s’est développée autour d’une cour dans la 2e moitié du 19e siècle. (...) accessible par deux porches en anse de panier (...) ""IPIC : 92097-INV-0145-01 Portail précédé de deux marronniers d'Inde inscrits à la liste des arbres remarquables, à arc en anse de panier à claveaux passants un-sur-deux, sur piédroits chaînés. Portes avec revêtement en matière plastique.";L'origine du nom donné à la ferme de la Belle Alliance n'est pas certaine.;Ohey;Perwez;Rue du Bois de Goesnes, 61;50.459498;5.183896;Perwez-Cat3.2-PortailGcheFermeBelleAlliance-AF-01Perwez-Cat3.2-PortailGcheFermeBelleAlliance-AF-02;Perwez-Cat3.2-PortailGcheFermeBelleAlliance-AF
Porte arrière de l'ancienne maison Rosoux;Porte bâtarde éclairée par deux ouvrages combinant des verres rouges ornés de motifs et des verres transparents à reliefs. Décors en fer forgé appliqués sur ces ouvrages, côté intérieur du bâtiment. ;""" Précédée d’une cour limitée d’un muret surmonté de grilles ouvragées, maison bourgeoise de style éclectique élevée en 1895, aujourd’hui investie par les services communaux (…) "" 
IPIC 92097-INV-0104-03

L'ancienne maison Rosoux était dénommée Villa Groynne, du nom de la famille qui l'a fait bâtir en 1895 grâce à la vente de leurs actions des chemins de fer en Russie. Par héritage, elle passa à Juliette Groynne (fille de Léon et de Félicie Monjoie), épouse d'André Rosoux. Le 18 juin 1986, la Commune d'Ohey a acheté le bien (3 Ha, 7 A, 8 Ca) à Etienne Rosoux pour 3.756.380 francs.
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.14.";Ohey;Ohey;Rue du Tilleul, 95;50.436491;5.120495;Ohey-Cat3.1-PorteArrièreMaisonRosoux-AD-01Ohey-Cat3.1-PorteArrièreMaisonRosoux-AD-02Ohey-Cat3.1-PorteArrièreMaisonRosoux-AD-03;Ohey-Cat3.1-PorteArrièreMaisonRosoux-AD
Porte de grange de l'ancienne ferme Marion;Ouverture de grange en anse de panier (avec 2 agrafes subsistantes sur 3 dans la partie supérieure, en forme de cœur renversé), avec ancienne porte de grange à deux battants dont celui de gauche inclut une porte piétonne.  ;Cette propriété apparaît déjà à l'Atlas des chemins de 1841.;Ohey;Ohey;Rue du Tilleul, 92;50.436948;5.120402;Ohey-Cat3.2-PorteGrangeFermeMarion-AD-1Ohey-Cat3.2-PorteGrangeFermeMarion-AD-2;
Porte de la chapelle funéraire de la famille de Béthune;""" Installée à l’angle, proche de l’ancienne demeure des princes de Béthune, chapelle funéraire de la famille complètement perdue et dissimulée derrière une végétation envahissante. Monument en brique et calcaire de style néo-gothique daté de 1878 sur le tympan de la porte. CS ""IPIC : 92097-INV-0087-01=> Erreur dans la notice de l'IPIC : 1898";Non vérifié;Ohey;Ohey;Rue du Château173 + en face;50.429059;5.127241;Ohey-Cat3.1-PorteChapelleBéthune-JD-01Ohey-Cat3.1-PorteChapelleBéthune-JD-02;Ohey-Cat3.1-PorteChapelleBéthune-JD
Porte de la chapelle Saint-Mort;""" A un croisement de route, chapelle composite d’une nef d’une travée reliée par des pans courbes à une abside semi-circulaire précédée d’une travée droite légèrement plus basse. Nef en grès percée dans l’axe d’une porte cintrée sur montants à queues de pierre dont la clé de remploi est datée « S.M.P.P. NOUS / 1621 ». Au-dessus, petite niche en plein cintre portant sur la base « St Mort PP Nous / 1793 », date de la nef. (...) ""IPIC : 92097-INV-0039-02";"Saint Mort  (parfois écrit saint Maur) est invoqué pour les maux de dents, pour les pierres et hernies, l'apoplexie, la paralysie, la gravelle et pour les enfants étant en retard ou ayant des difficultés pour marcher. Vénéré dans tout le Condroz, spécialement avant la Guerre 1914-1918, saint Mort fait toujours l'objet aujourd'hui d'une procession qui se fête le 1er dimanche du mois d'août. Sur le choeur de la chapelle, on trouve d'émouvantes inscriptions gravées durablement sur l'essentage en zinc. Par contre, à l'intérieur, les ex-voto (plaques avec remerciements au saint, béquilles, chaussons,...) ont été enlevés dans passé par ""mesure d'hygiène"". A l'intérieur, vous n'y trouverez plus non plus la statue du saint (XVIIe s.) ni l'autel ni les anciens bancs (XVIIIe s.), tout cela a été volé en septembre 1996.     
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, pp. 147, 152.";Ohey;Haillot;Rue Saint-Mort et rue de la Chapelle + au croisement;50.460778;5.144437;Haillot-Cat3.2-PorteChapelleStMort-AF-01Haillot-Cat3.2-PorteChapelleStMort-AF-02Haillot-Cat3.2-PorteChapelleStMort-AF-03;Haillot-Cat3.2-PorteChapelleStMort-AF
Porte de la sacristie de l'église Saint-Pierre;"Située à l'arrière de l'église, porte extérieure de la sacristie. Anciennes ferrures : pentures ""fleur de lys"", clous à tête carrée, poignée et levier permettant de lever le verrou intérieur, serrure ";""" Implantée au coeur stratégique du village, à proximité de la maison communale, de l’école et de la cure, église de style néo-gothique construite en 1890 par l’architecte Hellepute. Vaste édifice de plan principalement basilical, équipé d’une tour campanile (...) ""
IPIC 92097-INV-0052-02

Le 15 juillet 1889, la première pierre de l'église fut posée  par le bourgmestre Francis de Monge. Le montant fut adjugé à 60.539 francs. En remerciement, les paroissiens ont organisé une manifestation populaire grandiose en l’honneur du bourgmestre.
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.153.";Ohey;Ohey;Place Roi Baudouin, église + à l'arrière;50.435916;5.121444;Ohey-Cat3.1-PorteSacristieEgliseStPierre-AD-01Ohey-Cat3.1-PorteSacristieEgliseStPierre-AD-02Ohey-Cat3.1-PorteSacristieEgliseStPierre-AD-03Ohey-Cat3.1-PorteSacristieEgliseStPierre-AD-04;Ohey-Cat3.1-PorteSacristieEgliseStPierre-AD
Porte de la tourelle d'escalier de l'église Saint-Pierre;Située à l'arrière de l'église, porte extérieure de la tourelle d'escalier qui permet d'accéder au buffet de l'orgue et au campanile. ;""" Implantée au coeur stratégique du village, à proximité de la maison communale, de l’école et de la cure, église de style néo-gothique construite en 1890 par l’architecte Hellepute. Vaste édifice de plan principalement basilical, équipé d’une tour campanile (...) ""
IPIC 92097-INV-0052-02

Le 15 juillet 1889, la première pierre de l'église fut posée  par le bourgmestre Francis de Monge. Le montant fut adjugé à 60.539 francs. En remerciement, les paroissiens ont organisé une manifestation populaire grandiose en l’honneur du bourgmestre.
Source : Pierre Vos (dir.), Ohey autrefois. Cartes postales et documents inédits, Edition Syndicat d'Initiative d'Ohey, 1998, p.153.";Ohey;Ohey;Place Roi Baudouin, église + à l'arrière;50.435916;5.121444;Ohey-Cat3.1-PorteTourelleEgliseStPierre-AD-01Ohey-Cat3.1-PorteTourelleEgliseStPierre-AD-02;Ohey-Cat3.1-PorteTourelleEgliseStPierre-AD
